label_gang_mem_list,pred_gang_mem_list,jaccard,subgraph_gang_label,subgraph_node_map
"['4019582671', '2284668153', '2693893873', '3606682427', '4056606311', '1475685245', '1766257998', '4037024227', '1365222479']",[],0.0,7,"['4019582671', '2144293098', '2284668153', '2009405575', '2693893873', '3606682427', '449796098', '3495025773', '3425472883', '68567595', '1021910326', '927191904', '1992721616', '1933433195', '4056606311', '1720826980', '1475685245', '339680717', '1950030807', '1477339382', '940000743', '3444126409', '1153141092', '1353387612', '3334810890', '3498680453', '2360396661', '1734283757', '3383573355', '1766257998', '758263397', '1980047689', '2745975416', '2141707503', '1519919487', '1275197149', '2607585162', '2423198033', '2000577960', '1857808437', '2435803125', '4037024227', '322620988', '255213841', '3122657890', '370447030', '181943663', '2487275384', '1680301804', '2280457500', '3667744559', '2428393578', '2890119351', '1459891805', '2389964132', '2810461457', '1493118361', '3777444941', '1688228039', '4073736619', '852596316', '168433446', '965759265', '2953542624', '1146734015', '1990324281', '901806548', '2334643045', '1543053561', '3115091299', '1365222479', '1370859767', '1513754065', '2307893622', '3477684995', '3667717522', '569346076', '3049174212', '2315327106', '2378172869', '3132236930', '150362396', '210096550', '3315747627', '1020507617', '2674982433', '1359686044', '2186060930', '4054448768', '1747053971', '2232842018', '2660584525', '873456798', '1588194337', '1940375409', '3044709155', '2978287120', '1660592697', '2228279018', '2321498496', '836219167']"
[],[],0.0,0,"['2035941270', '2733540071', '2207873706', '2776765103', '244140127', '3429200202', '857061931', '703462741', '2122646627', '849728809', '2179962489', '782741538', '724541344']"
[],[],0.0,0,"['1244679817', '2475931007', '2798611680', '2273353913', '1899113442', '786262010', '2469262927', '1965041877', '2682289613', '934798144', '2490903962', '2032634964', '1401768867', '1767048518', '1379150917', '3478698887', '3494361425', '1269779964', '1595729761', '625099630', '260816037', '1833250169', '2877350362', '1822362559', '951347218']"
"['206826016', '465176914', '3418887688', '2003262757', '2218987092']",[],0.20000000298023224,4,"['206826016', '4017920972', '465176914', '2378037936', '3418887688', '2981382512', '2003262757', '2218987092', '3105595575', '2401834329', '1531476408']"
[],[],0.0,0,"['204855593', '2123249279', '2707552030', '2708740526', '2940346143', '3117501072', '597161445', '246927005', '2880923381', '1918239096', '1353134090', '2960839433', '2896882144', '9149305', '381873315', '1473463730', '1574884638', '15621667', '2797510438', '3320444802', '1310492836', '3420984799', '927519932', '1351762910', '603211340', '1155667073', '2652348832', '710638414', '1378148918', '1037572310', '2246137115', '2593516626', '3155045491', '3436783319', '3180117827', '2531394435', '2109566926', '180907860']"
[],[],0.009900987148284912,0,"['666504781', '203979849', '1169442356', '639894676', '299474745', '2442352332', '1628746057', '1078822737', '1073589317', '1967781380', '19983325', '2355211083', '2577430126', '2988879818', '90237688', '374533121', '439796195', '483301021', '169004796', '1636420046', '1065488847', '3139525595', '1585137689', '2380574318', '2127740133', '468526991', '3330707475', '2349723022', '700299277', '362692947', '3138032435', '2984019544', '2918651975', '960326921', '2012476604', '3386140351', '1317719625', '1782378129', '2471594870', '1545130391', '1804915300', '3756125742', '1107295248', '2403871007', '1894535606', '34744891', '769756804', '3664421758', '2553567033', '3031578149', '3744497342', '4099640089', '4040427899', '780887624', '1597107082', '433079065', '1501179362', '3178475857', '2532886823', '2309961829', '2139704370', '1591523603', '317815782', '783764036', '3050160071', '1881315779', '3740497941', '3408746096', '1254781019', '235730434', '2018032901', '576554377', '169882805', '2527939280', '2892777331', '790192061', '677752753', '1938483281', '1945511014', '3378104323', '2098679785', '2983582636', '2019385801', '541924387', '1108334034', '2728953728', '2643427501', '3416185740', '833108740', '1054668517', '243771832', '2626695243', '2755506784', '49106563', '1113951138', '2589984781', '2484030707', '697543729', '2220242455', '2364292282', '929351752']"
[],[],0.03448277711868286,0,"['577780174', '777269269', '509680124', '2976230216', '1056626018', '1399554000', '17648509', '204024775', '1358644401', '1195545706', '2920374458', '1661953764', '4087939332', '930850788', '1260315815', '3324339281', '2767798004', '1988149581', '995885120', '3189643292', '1547352171', '1207592635', '929049604', '2809899700', '8504561', '1498265791', '1601380523', '1382468118', '2316161880']"
[],[],0.0,0,"['2369539361', '2274750860', '363041204', '2622068901', '1753035936', '879831512', '323406440', '2156156902', '2862419440', '1262408977', '107208183', '1165109736', '1993625794', '1331954217', '2240555699', '794361722', '912257363', '754072733', '1165185172', '121326345', '478102804', '1569034160', '361467575', '1602622236', '2290925543', '1087774362', '2156592041', '2687979040', '1469195935', '1291608222', '2557038563']"
"['1818691895', '1750559353', '1235397494', '1116537371', '349836560', '3677901338', '1964275611']",[],0.0,2,"['1818691895', '2063982986', '2799511617', '887822329', '1935382519', '985349780', '1397300222', '423210706', '1750559353', '2238259941', '1235397494', '1116537371', '349836560', '1561820502', '367662741', '3677901338', '243938199', '2978098337', '2364188528', '2335893883', '1964275611']"
[],[],0.0,0,"['1388376739', '1247497680', '2489227714', '2617579611', '3156220693', '161172661', '1327359542', '158195851', '789863786', '1686172074', '705696800', '2085716729', '852614760', '1578754821', '71027181', '665964802', '4000850210', '3644997931', '419327700', '651137578', '938629112', '942590682', '1507155236', '1252482366', '1366251381', '1071861508', '1654067013', '674194567', '2476405202', '2682605600', '919800304', '731807130', '856368050', '2129650336', '1483837330', '2454924402', '3331837887', '42366526', '2907300834', '2539351205', '335822575', '1973631731', '2348623429', '862096728', '1491375903', '2417908114', '859793514', '1109819640', '3106779530', '40709742', '404209590', '1371370013', '882540660', '945765324', '2531814531', '3405643783', '281221542', '2731291017', '2231495107', '152645138', '2659117260', '487131133', '383472839', '2496687480', '662104344', '2358296542', '1270683699', '1884507716', '1524314600', '1033922980', '1567577564', '2758036037', '335929235', '2360889924', '136454001', '2263390200', '1476464160', '2329909426', '2857375770', '809914302', '362662560', '3346147639', '570262058', '1889679507', '1016146260', '2675785456', '2256043164', '601152484', '1768699430', '2046403384', '3108081390', '3329006788', '1001349263', '4024207773', '2310717688', '2020646901', '273597002', '852640444', '2996446651', '2671523084', '593967363']"
[],"['1405291991', '2484917500']",0.05714285373687744,0,"['1000887177', '4079769402', '1405291991', '2484917500', '1872476764', '1530426459', '137442467', '2191648847', '3417827144', '3394082992', '1860342585', '2069384617', '2022222991', '2998659362', '4001245921', '4086789221', '404307573', '496645574', '862153785', '2476349854', '1929614893', '2621131647', '862489300', '1585385092', '3106989037', '518544216', '3344997025', '672830501', '3676711270', '3644876964', '3341657235', '2199308194', '402441847', '3762011634', '1711264947']"
"['2414058405', '2787572367', '4034832895', '3149344385', '1893337523', '515414093', '2924299970', '1016346431', '1429530006', '1424404045', '973732247']",[],0.0,8,"['2414058405', '1421395212', '2787572367', '4034832895', '1607131103', '531828683', '3149344385', '1893337523', '515414093', '573858193', '2924299970', '843192090', '216229902', '1722798492', '861961739', '1016346431', '1429530006', '1424404045', '2857235601', '391371338', '973732247', '4135293557', '1461721836', '3308406345', '1911012601', '2349814181']"
[],[],0.0,0,"['1027334407', '1050078461', '916276224', '41036145', '2297241276', '204289152', '2830372920', '2809203611', '1563090438', '2061108040', '1304063922', '648434023', '53988725', '2967158860', '117155142', '1963931860', '112742231', '1626523783', '3057301478', '2376549897', '2554257859', '1906350392', '3402627581', '2670486444', '70326726', '3176258032', '3401854363', '256518982', '771776221', '1793739661', '1434908100', '1656192452', '2198183375', '542159305', '3342198825', '1783033917', '2286275307', '2006852510', '1750446185', '342014221', '145256240', '797722842', '2272319302', '2907249383', '414279465', '888015337', '2355681482', '606198535', '2323614404', '1359508340', '215613260', '2620013946', '3700992736', '2214418021', '4047681961', '2851924617', '469509953', '2461863751', '251262624', '1252690706', '589044888', '1984970478', '3309720036', '333653540', '791913886', '400919962', '2147695958', '1317065903', '1171569171', '2831619560', '3609838707', '1558653460', '3693607546', '1661174681', '1010633983', '2382855309', '1180395484', '888029968', '1446924773', '2050353800', '1422147906', '3321093514', '476412200', '2412334012', '1345293275', '1971365728', '3662768364', '807006552', '4104431120', '174331079', '467674857', '3699829260', '4079025803', '3045744478', '806126627', '1066677988', '1371215865', '2089821134', '2571965031', '3426081510', '1497439341']"
[],[],0.0,0,"['1320970421', '1642803018', '2976733483', '131955836', '865531562', '2371320113', '4018704385', '1841853480', '2192636618', '2147832896', '2111740027', '1019377130', '2088155320', '400458120', '2522659620', '2108326983', '1125603538', '187553736', '2625432013', '1881246980', '843632003', '294060331', '1647462166', '1864329213', '2271875582', '1781045743', '1021914619', '2588001739', '1817477967', '254471403', '3381689508', '1722819940', '1924522133', '2529834828', '2776125869', '520647650', '750376281', '1544341617', '3638354205', '1970022133', '1446132926', '3722653336', '3315094662', '1762973829', '787451932', '2236180781', '1881583203', '1437525930', '2228307421', '1411164175', '2732241630', '2562915939', '4057650397', '2780536642', '186046375', '1476583301', '2372589561', '1402676210', '1381467809', '2893009610', '2165929663', '2947088039', '1803346583', '407014394', '249225682', '3049563546', '1730637018', '2004233411', '1360140813', '1033523772', '493656059', '2028049174', '1555414563', '2350004380', '3141089559', '694751204', '2122900613', '3170338336', '2803712220', '4121072484', '2057187443', '1547703506', '2597521201', '2257731127', '1808487580', '2054654395', '1032614373', '1270508185', '2213229182', '1506021226', '3152921282', '2076651923', '316808551', '3672284241', '2270756381', '629812340', '1658366670', '487105935', '2148548741', '190052640', '1530846937']"
"['1211421523', '2950474162', '3054545649', '129278301', '812820610', '1693745152', '2980397217', '448870667', '918456088', '1853348721', '605817585']","['1394746094', '3662071557', '605817585']",0.07692307978868484,4,"['1211421523', '1394746094', '2950474162', '3054545649', '129278301', '812820610', '1693745152', '130572979', '2980397217', '448870667', '412184802', '3662071557', '918456088', '1853348721', '605817585']"
"['1942961344', '268941123', '2481365758', '3137760957', '2594135707', '160123077', '2938399148', '2417598622', '1464023735']",[],0.1111111119389534,6,"['1942961344', '1975145845', '72104437', '268941123', '1999935587', '1615560191', '2076539176', '484896574', '2481365758', '3066541480', '2186698052', '846704971', '782477073', '2571719570', '954705800', '1141827081', '3035572787', '1285582488', '887189462', '2327089633', '2472968141', '1245101435', '3137760957', '206504440', '3399133497', '1670143145', '3067407085', '2183684468', '2211329404', '1582171463', '71112200', '1931160018', '1833433970', '2151957627', '2594135707', '418055560', '1464364321', '695691760', '1088386226', '3103688998', '4001372278', '4122188041', '127259853', '1811627861', '1110524591', '161273331', '1859339565', '2350966037', '2414598506', '2244013058', '1215040503', '1905682912', '3635037698', '1009089628', '2899948338', '2579529960', '2002429789', '573300596', '160123077', '1721983585', '152095680', '3144991039', '3137206211', '960697456', '4154776270', '1542262974', '3446778466', '2938399148', '2088811548', '587697453', '2417598622', '100473408', '3301381879', '2781345552', '4099032419', '2647238757', '1464023735', '1458481032', '1385544681', '3664528840', '2084135625', '2144816231', '2217466785', '4001025720', '2870155526']"
[],[],0.0,0,"['3335849088', '1151945004', '2176056741', '2750705', '232426582', '2992021760', '2148438220', '1825497761', '98119520', '2965244111', '249614591', '712106109', '344400325', '2161390333', '2299118507', '2090936809', '1371235240', '104755939', '1981609201', '332873475', '1749884622', '2724415344']"
[],[],0.010989010334014893,0,"['1343777925', '1437824933', '1241015822', '567745988', '2837326605', '3066789139', '2860042232', '1332586603', '1678994915', '2284894639', '1930626286', '2169019707', '116672148', '342233585', '633594263', '390927489', '3635918121', '37532585', '1217623960', '1382653107', '1324429239', '2334294702', '48336966', '1247476341', '973131910', '3620430335', '2237076536', '3150048385', '1050294163', '2314125982', '1860634741', '888128912', '306387327', '2600413521', '2125684821', '3363155991', '1214033319', '2340961336', '1649969085', '2148176731', '422518442', '101790', '623609413', '3386098892', '3304223868', '2733642612', '1183767723', '3438734492', '2204225960', '1855558662', '2036977130', '2430951879', '1856242629', '2539577536', '3053776614', '2516640526', '2564420461', '425627069', '759321642', '2321211933', '1661771963', '637563901', '2890713782', '912641445', '870927350', '922842340', '1377588460', '1696217790', '3400229303', '929454881', '1114429063', '8569163', '2341311940', '447160400', '1782286775', '2839425730', '998223407', '3353589272', '1794495913', '2890708680', '19786315', '1146487904', '2519123329', '1932912768', '1154082443', '840067580', '1578701284', '293928575', '883901288', '2881120501', '60062707']"
[],[],0.0,0,"['1811754723', '1455273736', '1002373744', '3050816787', '191319516', '2691143008', '2074112828', '106638266', '1120661042', '1084137785', '2256348836', '448762092', '1642546226', '365326139', '3308365893', '1433240769', '1421203982', '511594984', '954609762', '1207071307', '2736410035', '2498801529', '3673208493', '2567460780', '1206948040', '853239105']"
[],[],0.0,0,"['1460349225', '934240276', '13448499', '1832798434', '528636246', '2482026282', '1632249338', '2864661080', '2291523727', '2456027862', '867476949', '43025279', '821405742', '2479944606', '1817648982', '2083598319', '114555837', '815530656', '2265991063', '1028742327', '1162564672', '1956116709', '695974837', '951611732', '211574512', '1858260643', '3778941419', '2498999404', '22244917', '2443947410', '3168166195', '3691310143', '202187642', '530979126', '606103945']"
"['1888962487', '2521681941', '1002127502', '586853035', '2152615586', '218559514', '2570642753']","['586853035', '218559514']",0.2857142984867096,2,"['1888962487', '2521681941', '2083542061', '1002127502', '586853035', '2152615586', '218559514', '2570642753']"
[],[],0.0,0,"['939080023', '888484299', '417119607', '598924664', '2951990803', '1405324422', '3656684245', '16116489', '3105126580', '420339775', '4080630943', '2851642517', '2712935137', '738233440', '2976792341', '142790335', '1232820613', '2531949078', '150155863', '2880291362', '2194631064', '1964035842', '4137623961', '1988403247', '3069444379', '1377194340', '1669631548', '285189288', '3103265516', '1098917768', '2095245231', '2835412537', '446529647', '3443131077', '1449302316', '2939499865', '832477606', '2273902402', '1102704410', '3173004309', '3052114626', '1328848829', '425886315', '2595932329', '3677452421', '1259414535', '906801335', '2455628170', '2514378254', '2580005461', '1888346667', '1817922083', '1780531609', '311623879', '1427201555', '2238481337', '52685714', '2237378748', '2280314010', '3655901215', '681275598', '2931757835', '2730371424', '2527603830', '95864596', '1377605124', '67912033', '2415778219', '2241064712', '1668653195', '3063042657', '1975446926', '132702889', '646144233', '1110601862', '837028168', '3163254669', '1381485925', '682774127', '2566811312', '1435749235', '3123972365', '373999276', '2247074499', '2322303792', '817711726', '1857725862', '211768009', '1145669470', '2540597505', '1278721076', '2172860793', '930653001', '1498162735', '2527097514', '1242809577', '3696678853', '73611697', '58161958', '1143314526', '1480989226']"
"['1834258885', '3183815699', '3434892705', '3624193770', '918202836', '950411988', '3693231787', '1558556425', '717986603', '649307033']",[],0.0,2,"['1834258885', '2594031183', '4087801478', '1234204879', '3183815699', '2602110471', '2197137812', '3434892705', '3045959797', '2525582526', '3124914640', '3624193770', '2245182424', '918202836', '2299163010', '950411988', '3056580988', '1012189801', '1079752758', '3135456383', '45686333', '3693231787', '586693423', '2128759108', '1370826961', '1678882266', '2495797033', '2494948078', '1598557878', '1387891625', '117187776', '2226149471', '2692872317', '3374204399', '1579481406', '3103111535', '1704764433', '1103853315', '1817806006', '1558556425', '1090480881', '2976809937', '1468573371', '3307140374', '1294774012', '1128401533', '3426883854', '657773439', '194188887', '1744436944', '391639261', '4106271413', '1324356390', '2386279867', '3118511032', '3305987669', '4058313266', '1404583508', '2217132811', '950900469', '2906385652', '3179903992', '1491531059', '717986603', '3124185878', '1344450487', '649307033', '3120748541', '2613486617', '3170864949', '1740192329', '1367418530', '1151878597', '3712297208', '88718041', '1515340925', '3334102780', '832352806', '2900567856', '1928697204', '2889089216', '2081177090', '9624764', '372869949', '1761961363', '1542589963', '2184907583', '1328825169', '718735351', '2277485939', '576857968', '2165666164', '971171016', '848649228', '3651338612', '978928325', '3317205189', '2819446215', '3353647091', '36425540', '2046369577']"
[],[],0.0,0,"['134089068', '708899713', '278340131', '4021657489', '1600738431', '147711197', '1586791101', '1493587423', '2880745344', '26847039']"
"['2574877022', '1557895574', '1180753257', '2070738383', '1892989577', '3718757327', '1120126723', '4109308817', '2811583757', '2658810457']",[],0.0,5,"['2574877022', '2818648782', '740239045', '1557895574', '51233468', '1180753257', '4022255743', '1278908606', '225663074', '2070738383', '2730146742', '1892989577', '340690318', '302232658', '963460021', '447719348', '814507659', '2869474308', '2639174816', '979412260', '1541317337', '3718757327', '2328140054', '1120126723', '724180181', '1754313216', '4109308817', '2380555879', '1588079692', '4126023358', '2762767144', '178696578', '2811583757', '945110254', '1194710742', '2966582628', '1657315534', '2298398951', '1090567183', '627290056', '2658810457', '3638255902', '3799819941', '121868134', '2138935168', '944753266', '3036084211', '3151743418', '128725103', '451418124', '3630841122', '2051243071', '3125432306', '1507663203', '1809817508', '2238011315', '1415421423', '3150964836', '198498288', '2099235221', '493904324', '1732601169']"
"['4079025275', '89499522', '1624845098', '401666180', '3438532606', '1450544612', '3615102904', '4081117540', '1819321087']","['89499522', '3438532606']",0.2222222238779068,5,"['4079025275', '904686080', '4095205507', '89499522', '1624845098', '401666180', '493350875', '4119238598', '1188491833', '415126531', '3438532606', '4136820699', '3052790778', '2542920829', '1837444478', '4103227459', '1361877285', '4088282261', '2202889058', '1272268396', '812273752', '547612642', '4093182443', '3160781726', '1527207763', '1450544612', '4141691611', '2580932921', '1981799199', '2604309755', '565980185', '2034664158', '3615102904', '2590116107', '2208344738', '2289732674', '4081117540', '4034894471', '2744910147', '1879412751', '288377039', '42176120', '1974693990', '4101621890', '982799500', '4006757809', '4141466636', '1819321087', '3348315604', '1468940152', '1507460957', '4102219176', '3415971538', '2666538802', '678599516', '992136047', '2357688254', '2145241952', '2567287423']"
"['907964874', '1318486193', '4036048328', '720900893', '1754546979', '1391273173', '2976172277', '2574885319', '486616138', '1259362291', '3414211020', '3389567774']","['815007762', '1754546979', '1391273173', '2574885319']",0.23076923191547394,8,"['907964874', '815007762', '1318486193', '4036048328', '720900893', '1754546979', '1391273173', '1112615481', '2976172277', '1199773543', '3388840327', '472792865', '781602736', '2555286229', '183342119', '851663032', '2987357925', '2574885319', '486616138', '1428703461', '76070171', '3414134510', '2644864907', '2865486104', '592521382', '1259362291', '3414211020', '3389567774']"
[],[],0.0,0,"['1104263619', '939778006', '4084466498', '1005877062', '305162789', '2609699543', '1261362133', '1136830713', '1970354735', '2093367350', '2559837107', '121188760', '1013603988', '1640253225', '1843493720', '641716791', '1734543918', '2921529043', '3630376547', '723819202', '2250964512', '2959152129', '3605198776', '891314223', '1746492620']"
"['1046438390', '398512543', '3732541123', '327364760', '1065595723', '864946346', '1976225486', '915930645', '2675086349', '1345809536', '1273609647', '2767124512', '4058971527', '1712226910', '2450711816', '2274916917', '1513122264', '4073980146', '907513007', '98405522', '2069425943', '1742605380']",[],0.04545454680919647,10,"['1046438390', '398512543', '3732541123', '2300118381', '1972086641', '3786891227', '3726031649', '327364760', '1065595723', '864946346', '1976225486', '4032298741', '2813146457', '915930645', '2675086349', '568797654', '1696409182', '188464299', '3357900334', '1345809536', '1273609647', '2767124512', '4058971527', '1712226910', '112749450', '2450711816', '2274916917', '1513122264', '4073980146', '907513007', '98405522', '2069425943', '1742605380', '2386457690']"
[],[],0.0,0,"['1995850434', '1800002783', '1275686726', '1902126116', '2123911016', '2196826011', '3738974307', '2988994733', '3316748436', '809027574', '3423448599', '4002911575', '358971904', '1623508138', '250151063', '3717232142', '442089590', '1164125813', '3457703125', '969782271']"
"['1930906135', '1611500575', '1919853766', '3681081415', '482572410', '749224626', '3145354415', '119109086', '1675813949']",[],0.1111111119389534,3,"['1930906135', '1611500575', '1672790681', '1919853766', '103685471', '3681081415', '482572410', '2221108229', '749224626', '3145354415', '119109086', '1675813949', '2902651921', '1389084813']"
"['1940940103', '3457816115', '2107430198', '1606112074', '1472335495']",[],0.0,4,"['1940940103', '648727778', '3457816115', '2107430198', '1606112074', '1472335495', '3663611746', '1193166470', '2994389520', '2297818481', '466756076', '825065970', '1187084682', '872185238', '1040893047', '1521775425', '2540727118']"
"['1793512915', '3473911983', '2953868532', '2405092856', '1949061269', '2778988025', '692154211', '410523925']",[],0.0,14,"['1793512915', '1456393142', '625485537', '3473911983', '2953868532', '170841636', '2405092856', '1949061269', '3770207003', '2778988025', '3165693230', '1900713604', '692154211', '1840458440', '2592623459', '3696453873', '1672796955', '2400131247', '1241242215', '1466556379', '410523925', '423394505', '3645387969']"
[],"['1020959184', '362201993', '547253276']",0.15789473056793213,0,"['1020959184', '2133699933', '362201993', '1138263500', '547253276', '1010159429', '2460930239', '2404026823', '3498044569', '2022201972', '1040890661', '2805360938', '2306542312', '802040377', '1599530083', '474359017', '582890215', '880217420', '2425798643']"
[],"['1512615761', '1944227263', '3417194403']",0.1764705777168274,0,"['1512615761', '750218862', '2549740118', '772318343', '2000027918', '2629526825', '2153520325', '480317903', '519711864', '1944227263', '1955746432', '3417194403', '3709303204', '484682290', '3675402060', '2408001334', '777459511']"
[],[],0.0,0,"['1783122583', '276340993', '3119121871', '3346202652', '1708527667', '685047499', '1820088466', '2333107058', '4155349905', '356158647', '1997741326', '590066796', '1039762768', '978996305', '4153197860', '722796060', '619300665', '400615198', '560350258', '831758191', '1202735669', '967444321', '714938102', '4015934954', '1797896321', '1262215871', '82468298', '1932070515', '1502329238', '971338136', '790863707', '1415821444', '2274571063', '1950225182', '1492126619', '3768800216', '845942932', '2176955529', '1432008769', '2680532547', '2250783495', '270523813', '1279366533', '2401675852', '1994488219', '456248051', '970553207', '360460780', '2331148763', '95368583', '1929543304', '1125568495', '1436439191', '1715896782', '2301338642', '2273982513', '2896190107', '709881881', '3312798675', '1001943614', '2813765935', '635964439', '943404108', '4093981087', '1238107331', '1890771284', '1573726616', '723104979', '792537336', '385340483', '1518973610', '1758536872', '2028260938', '1286052989', '924814136', '889251991', '3114799813', '2272340843', '569577111', '2856990004', '650044336', '2584210272', '2059215940']"
[],[],0.0,0,"['2376225208', '3483241127', '1942523043', '664622281', '371736885', '3487012466', '2558695871', '1260535928', '2040047922', '1399379074', '1858125607', '133648310', '198017326', '1149504643', '335421853', '44747288', '2650822728', '1699830557', '3326033870', '1017256696', '1369039400', '1374988632', '178097391', '1203701048', '383624036', '470684485', '666472527', '1210724182', '1746481901', '2891695331', '2445550602', '475776357', '2556704109', '1332607031', '231846454', '2524408033', '1631281978', '1661887215', '101172893', '1494639934', '1169555573', '1669541291', '2437399114', '1039264719', '2074951350', '197480133', '2618614807', '859745663', '2082387227', '1758162774', '2061186541', '2372231212', '1577444526', '2357144576', '2818704421', '28957868', '2200619606', '125099402', '3646303126', '1682216104', '1612369326', '2063337665', '2749391370', '899010029', '36477257', '793388314', '1423856871', '1798933892', '320164157', '392764365', '2967466129', '3389343498', '59881656', '36302832']"
"['1962270292', '4059758521', '3153159152', '509145179', '1224085779']",[],0.0,6,"['1962270292', '3439840429', '1798444253', '2143015849', '4059758521', '3153159152', '509145179', '68773480', '1224085779', '3779982711']"
[],[],0.0,0,"['820601420', '1281342376', '926262671', '2428008320', '2956006481', '1336019271', '1170251075', '1866075344', '2417643636', '483536290', '2411568709', '1953459651', '1758282002', '2144109264', '1277177467', '2124253613', '1360276440', '491493260', '3371769855', '4044523275', '734649502', '1075524126', '939621075', '3664692648', '670139029', '3145129343']"
[],"['2576893039', '775722361']",0.2857142686843872,0,"['3310581891', '2576893039', '775722361', '1337248741', '2976706682', '1658522843', '690924064']"
"['4008543819', '1396039918', '2735561560', '4158727531', '1463873234', '4142918587', '1898347666', '17168483', '2876650978', '1007267092', '1287548419', '2029943389', '2839925413', '1916366502', '3348355096', '2133404862', '2524390802', '3786657019', '3682320159']",[],0.0,6,"['4008543819', '1396039918', '1991938218', '3368445746', '2735561560', '4158727531', '2896350343', '2711123641', '1463873234', '2279907138', '3105227396', '2807070300', '4142918587', '4032766679', '1898347666', '2152777723', '1998170135', '269135712', '1359895246', '3670237537', '788801539', '1345213333', '17168483', '2119075780', '4054171259', '2493330820', '2969609630', '2553233781', '2622967712', '3354815456', '1951865641', '2876650978', '1007267092', '1356118621', '1891715822', '3431749048', '1287548419', '1426407822', '322527271', '98340729', '1437493775', '1840708591', '2215767740', '1689863962', '2029943389', '2323875881', '2152004971', '2334432414', '2357212187', '1982458740', '1594321022', '2092326885', '1452352431', '3614631855', '1231252027', '2416147924', '881731962', '2919444182', '2766028860', '2619729540', '2839925413', '832823057', '1916366502', '3052755307', '637099036', '1606292681', '824952112', '2164753566', '1254798239', '2107922537', '119663283', '3348355096', '1906165258', '3499911220', '1353001875', '2133404862', '1300895340', '2524390802', '2587085325', '2357415184', '93053089', '2746320212', '744970740', '2754165173', '208001048', '4078383465', '109860741', '1428723336', '2821134532', '3786657019', '2901866168', '1994783813', '2936175962', '1515632523', '411565658', '3646688855', '2993927260', '1154672621', '1810367015', '2580714575', '3682320159']"
"['2491621743', '4015731386', '3389316574', '1593330993', '389097397', '2293119987', '3151022601', '162217121', '1877731486', '940854547', '3459606140', '370512808', '3686643288', '1235655795', '1125910605']",[],0.0,3,"['2491621743', '3604170957', '847960136', '4015731386', '2950034953', '3389316574', '1593330993', '3048835969', '1557650113', '389097397', '913971154', '2427890840', '1450014460', '2293119987', '4008018657', '3151022601', '162217121', '641970411', '2776980214', '1514205113', '3179408915', '2151239594', '1877731486', '1202490699', '940854547', '2465727862', '240655334', '429283380', '168041504', '2188136139', '3459606140', '4038826646', '1091200227', '370512808', '3686643288', '2678274346', '1280088573', '38670248', '557966312', '2058195655', '1235655795', '3359596536', '1125910605', '29120874', '526847385']"
"['1284912350', '2412120972', '2306889686', '2610306251', '2519711422', '4063162705', '70263829', '861299918', '1462343382']",[],0.0,6,"['1284912350', '115918528', '2412120972', '1105671747', '2306889686', '2610306251', '139882137', '2522418355', '2519711422', '1409224425', '349588006', '2346640704', '4063162705', '1565375049', '70263829', '2333808106', '3165535495', '1208889858', '3355927313', '2305146320', '861299918', '2133784750', '2879702504', '1462343382', '181523448', '2425557140', '217690152', '436302582', '2945877652', '608269279', '3672624899', '2207629801', '331299610', '210544779', '1964125614', '252148201', '414668669', '4125105431', '1411050657', '976068631', '2943361165', '1289553166', '2285233861', '2859528704', '2325011316', '801838937', '4101928652', '33605076', '656542694', '2769464909', '1373243096', '586031123', '3430786134', '3653762869', '2292743763', '1335517365', '1565300787', '2452466740', '2543276232', '3653434418', '2527162482', '744546167', '2769152715', '337407284', '1587288426']"
"['817061861', '724242146', '3622516627', '487671288', '2963283842', '866785551', '3060252036', '3671245234', '1512528363', '3032619777']","['724242146', '3032619777']",0.20000000298023224,8,"['817061861', '531502308', '724242146', '259666880', '3622516627', '102656365', '325718571', '1740854339', '799122303', '487671288', '2963283842', '2489813514', '429732812', '1014963893', '866785551', '2214902468', '2084265451', '1592591048', '3308440006', '3060252036', '2915184700', '1775492608', '1884578960', '482760161', '3671245234', '1512528363', '3032619777', '2747840183', '2437816959']"
[],[],0.0,0,"['1153562745', '1713849126', '976907431', '343830466', '64481442', '226115577', '1568944375', '3358164216', '2596781921', '632280948', '1387500195', '262409754', '414036361', '4048120204', '914715627', '573356942', '3141305156', '2209938916', '3167750167', '2052809942', '368541436', '1410660674', '2041722412', '1042906528', '2791758218', '846616356', '1233957845', '1670730903', '304556619', '3116695778', '4025067376', '1501337969', '3637145172', '1277913181', '1884637967', '873331308', '1606687179', '381437069', '2796148127', '1938776766', '3400570465', '1447277335', '826335886', '76221667', '73152108', '224049269', '1808312583', '838505166', '964434767', '2060555926', '1885992429', '3041404974', '3363490636', '1449240002', '2853721374', '2733298314', '3785041834', '263767784', '514712848', '2644336607', '3431916387', '2044619238', '362963598', '405233792', '2422753229', '1438753874', '3716107730', '211256596', '521397713', '1515206546', '1655281003', '358644196', '1256035768', '124442311', '1956689171', '1627829469', '3633474951', '771230734', '3603810400', '3306633093', '2565926500', '4117481915', '419655380', '882064749', '872765016', '2796728870', '3170994507', '402172904', '3168440037', '2765712806', '1431822821', '3321928702', '286039657', '884698365', '358971934', '3704926543', '3056980528', '299038464', '1129539979', '2157081395']"
[],[],0.0,0,"['3170458961', '3413617230', '2667310763', '3462461413', '972458933', '1583939930', '292426854', '2310008615', '1191045481', '1977408557']"
